date,time,ticker,stream,side,qty,entry,exit,gross_pnl,commission,net_pnl,structure,status,notes
2026-06-02,093258,HPE,Stream 2,LONG,100.0,60.83,64.2,337.00000000000045,-0.5328665,336.46713350000044,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,095154,SNDK,Stream 2,LONG,1.0,1794.57,1764.0,-30.569999999999936,-0.08567614999999999,-30.655676149999938,STK,CLOSED,LONG matched via FIFO (opened 2026-06-01)
2026-06-02,095154,SNDK,Stream 2,LONG,6.0,1724.0,1764.0,240.0,-0.538071375,239.461928625,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,095154,SNDK,Stream 2,LONG,5.0,1724.0,1764.0,200.0,-0.2592613125,199.7407386875,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,095154,SNDK,Stream 2,LONG,8.0,1724.0,1764.0,320.0,-0.41481809999999997,319.5851819,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,095800,SNDK,Stream 2,LONG,1.0,1724.0,1766.1,42.09999999999991,-0.06940838500000002,42.030591614999906,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,095800,SNDK,Stream 2,LONG,19.0,1756.01,1766.1,191.70999999999844,-1.268416418625,190.44158358137344,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,100639,SNDK,Stream 2,LONG,1.0,1756.01,1768.0,11.990000000000009,-0.06944752499999998,11.92055247500001,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,100639,SNDK,Stream 2,LONG,19.0,1756.0,1768.0,228.0,-1.269122895625,226.730877104375,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,101247,SNDK,Stream 2,LONG,1.0,1756.0,1766.0,10.0,-0.07883632788461538,9.921163672115384,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,101247,SNDK,Stream 2,LONG,12.0,1755.0,1766.0,132.0,-0.8884170434911243,131.11158295650887,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,101253,SNDK,Stream 2,LONG,7.0,1755.0,1766.0,77.0,-0.36325423749999997,76.6367457625,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,105624,ASTC,Stream 2,LONG,29.0,39.9,36.5,-98.59999999999997,-0.4156659525,-99.01566595249997,STK,CLOSED,LONG matched via FIFO (opened 2026-06-01)
2026-06-02,105624,ASTC,Stream 2,LONG,71.0,39.89,36.5,-240.69000000000005,-0.396411138725,-241.08641113872505,STK,CLOSED,LONG matched via FIFO (opened 2026-06-01)
2026-06-02,105624,ASTC,Stream 2,LONG,100.0,34.45,36.5,204.99999999999972,-0.5758045,204.4241954999997,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,113537,SNDK,Stream 1,LONG,1.0,1755.0,1740.0,-15.0,-0.08638358750000001,-15.0863835875,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,113537,SNDK,Stream 1,LONG,1.0,1756.0,1740.0,-16.0,-0.4121312025,-16.4121312025,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,113537,SNDK,Stream 1,LONG,8.0,1756.0,1740.0,-128.0,-0.44461485800000006,-128.444614858,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,114449,ASTC,Stream 1,LONG,100.0,34.45,45.0,1054.9999999999998,-0.5933145,1054.4066854999999,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,115349,SNDK,Stream 1,LONG,10.0,1756.0,1745.0,-110.0,-0.68973725,-110.68973725,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,125229,CRWD,Stream 1,LONG,2.0,767.6,761.0,-13.200000000000045,-0.4009629333333333,-13.60096293333338,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,125229,CRWD,Stream 1,LONG,26.0,767.6,761.0,-171.6000000000006,-0.6133274911111111,-172.2133274911117,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
2026-06-02,125229,CRWD,Stream 1,LONG,2.0,767.6,761.0,-13.200000000000045,-0.004389071703703706,-13.20438907170375,STK,CLOSED,LONG matched via FIFO (opened 2026-06-02)
